,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,Sarangani,5.4,125.46,26.28,80,100,1.32,PH,1596448282
368,Beringovskiy,63.05,179.32,8.5,69,100,1.54,RU,1596448282
369,Morondava,-20.28,44.28,26.72,36,0,3.5,MG,1596448283
370,Tautira,-17.73,-149.15,24.0,73,0,2.1,PF,1596448283
371,Poconé,-16.26,-56.62,17.92,50,0,1.38,BR,1596448283
372,Boyolangu,-8.12,111.89,24.76,80,35,3.35,ID,1596448283
373,Hopelchén,19.77,-89.85,23.48,95,47,0.91,MX,1596448283
374,Morgan City,29.7,-91.21,26.0,100,1,1.88,US,1596448284
375,San Cristobal,7.77,-72.22,17.89,88,54,1.7,VE,1596448284
376,Alexandria,31.22,29.96,30.13,57,0,5.55,EG,1596448171
377,Progreso,21.28,-89.67,25.43,92,69,2.05,MX,1596448284
378,Esil,51.96,66.4,33.45,26,0,5.81,KZ,1596448285
379,Barcelos,41.54,-8.62,23.89,72,100,2.6,PT,1596448285
380,Port Macquarie,-31.43,152.92,12.78,93,77,2.91,AU,1596448285
381,Salamanca,40.83,-6.0,23.33,52,93,3.1,ES,1596448285
382,Samarai,-10.62,150.67,25.37,85,82,6.32,PG,1596448285
383,Yertsevo,60.8,40.09,18.8,47,33,2.95,RU,1596448285
384,Gravdal,68.12,13.5,21.0,52,0,4.1,NO,1596448286
385,Gouré,13.98,10.27,24.44,86,96,3.13,NE,1596448286
386,Sungai Penuh,-2.08,101.38,21.71,93,97,0.82,ID,1596448286
387,Terenos,-20.44,-54.86,20.0,42,0,5.7,BR,1596448286
388,Camacupa,-12.02,17.48,24.26,19,90,2.74,AO,1596448287
389,Todos Santos,23.45,-110.22,24.44,81,0,1.4,MX,1596448287
390,Sinnamary,5.38,-52.95,24.33,86,2,2.5,GF,1596448287
391,Gandajika,-6.75,23.95,33.41,16,8,3.58,CD,1596448287
392,Mumford,5.26,-0.76,24.68,74,95,5.03,GH,1596448287
393,Frontera,26.93,-101.45,25.56,66,0,0.5,MX,1596448287
394,Tungor,53.38,142.96,10.55,94,45,2.89,RU,1596448288
395,Jiazi,22.88,116.07,27.76,84,98,4.41,CN,1596448288
396,San Rafael,-34.62,-68.33,8.96,51,19,2.75,AR,1596448288
397,Buala,-8.14,159.59,27.33,79,4,2.55,SB,1596448288
398,Estreito,-5.78,-43.25,22.56,66,27,3.18,BR,1596448288
399,Yumen,40.28,97.2,32.0,12,67,10.23,CN,1596448289
400,Aklavik,68.22,-135.01,12.0,93,90,2.1,CA,1596448289
401,Kurgan,55.45,65.33,32.6,34,100,6.34,RU,1596448290
402,Hervey Bay,-25.3,152.85,18.33,71,46,0.45,AU,1596448003
403,Soe,-9.86,124.28,18.74,92,95,2.29,ID,1596448290
404,Mareeba,-17.0,145.43,20.0,82,90,3.6,AU,1596448290
405,Kununurra,-15.77,128.73,25.0,46,50,2.46,AU,1596448115
406,Zykovo,55.95,93.15,26.0,50,28,2.0,RU,1596448290
407,Trairi,-3.28,-39.27,23.78,73,20,6.28,BR,1596448291
408,Esim,4.87,-2.24,25.4,65,95,3.98,GH,1596448291
409,Beaverlodge,55.22,-119.44,16.0,93,75,2.6,CA,1596448291
410,Santa Rosa,14.31,121.11,30.0,70,100,1.5,PH,1596448291
411,Tura,25.52,90.22,31.92,76,50,1.33,IN,1596448025
412,Uren',57.46,45.79,19.6,59,10,1.88,RU,1596448291
413,Wuhan,30.58,114.27,37.0,47,20,3.0,CN,1596448132
414,Abu Dhabi,24.47,54.37,45.0,17,66,2.6,AE,1596448292
415,Tevriz,57.51,72.4,32.88,37,0,2.6,RU,1596448292
416,Bima,-8.47,118.72,24.96,69,17,0.11,ID,1596448292
417,Yabrūd,33.97,36.66,33.0,27,0,5.1,SY,1596448292
418,Lucapa,-8.42,20.74,31.34,18,10,3.66,AO,1596448292
419,Zhangaözen,43.3,52.8,25.89,55,92,9.51,KZ,1596448293
420,Porto Franco,-6.34,-47.4,23.82,67,94,1.06,BR,1596448053
421,Arrondissement d'Ajaccio,42.0,8.92,28.0,69,75,4.6,FR,1596448293
422,Xapuri,-10.65,-68.5,20.29,62,0,0.97,BR,1596448293
423,Zhigansk,66.77,123.37,20.23,40,29,6.85,RU,1596448293
424,Thinadhoo,0.53,72.93,29.06,71,100,4.24,MV,1596448293
425,Visby,57.64,18.3,22.78,72,20,6.2,SE,1596448280
426,Kiunga,-6.12,141.29,23.78,93,63,1.65,PG,1596448294
427,College,64.86,-147.8,14.0,82,75,2.1,US,1596448294
428,Gewanē,10.17,40.65,28.18,52,88,7.43,ET,1596448294
429,Bandarbeyla,9.49,50.81,33.9,36,18,13.88,SO,1596448295
430,Haines Junction,60.75,-137.51,6.84,86,9,1.71,CA,1596448295
431,Gemeente Wageningen,51.97,5.67,21.11,59,90,2.1,NL,1596448159
432,Teacapan,22.55,-105.75,26.69,85,79,1.4,MX,1596448295
433,Constitución,-35.33,-72.42,10.86,89,68,1.33,CL,1596448295
434,Los Llanos de Aridane,28.66,-17.92,24.44,73,20,8.7,ES,1596448295
435,Pitkyaranta,61.57,31.48,16.42,85,95,5.33,RU,1596448296
436,Sapernoye,60.72,29.95,19.44,66,99,2.69,RU,1596448296
437,Kiama,-34.68,150.87,16.67,54,100,2.24,AU,1596448296
438,Viedma,-40.81,-63.0,6.67,84,100,0.89,AR,1596448296
439,Yulara,-25.24,130.99,23.0,8,0,2.1,AU,1596448297
440,Dunmanway,51.72,-9.12,16.11,58,75,3.6,IE,1596448297
441,Kabinda,-6.13,24.48,33.93,15,40,4.13,CD,1596448297
442,Jacqueville,5.21,-4.41,26.0,78,20,5.1,CI,1596448297
443,Ailigandí,9.23,-78.02,27.04,82,100,0.8,PA,1596448297
444,Zaragoza,41.66,-0.88,22.0,49,0,12.9,ES,1596448015
445,Arlit,18.74,7.39,33.81,42,44,4.61,NE,1596448298
446,Kilindoni,-7.91,39.67,24.86,77,34,8.35,TZ,1596448298
447,Nemuro,43.32,145.57,22.0,83,75,3.6,JP,1596448298
448,Palmeira,-25.43,-50.01,5.77,92,0,0.67,BR,1596448298
449,West Wendover,40.74,-114.07,29.0,14,1,4.1,US,1596448299
450,Sühbaatar,50.23,106.21,21.02,61,73,3.64,MN,1596448299
451,Broken Hill,-31.95,141.43,16.0,29,26,2.1,AU,1596448299
452,Darhan,49.49,105.92,21.03,65,59,2.21,MN,1596448299
453,Gemeinde Friedland,51.42,9.93,19.44,52,20,2.1,DE,1596448299
454,Cocachacra,-17.09,-71.76,13.76,78,83,1.42,PE,1596448300
455,Lushoto,-4.78,38.28,18.44,67,88,4.11,TZ,1596448300
456,Kingston,18.0,-76.79,27.0,83,20,4.6,JM,1596448187
457,Champerico,14.3,-91.92,26.56,80,100,1.65,GT,1596448300
458,Toktogul,41.87,72.94,26.11,35,7,1.27,KG,1596448300
459,Flin Flon,54.77,-101.86,13.21,75,0,2.1,CA,1596448300
460,Geraldton,-28.77,114.6,13.0,82,40,4.6,AU,1596448301
461,Kongoussi,13.33,-1.53,24.41,83,100,5.63,BF,1596448301
462,Khowst,33.38,69.88,34.1,27,3,4.66,AF,1596448301
463,Atherton,53.52,-2.49,16.67,64,1,1.79,GB,1596448301
464,Birjand,32.87,59.22,35.0,6,20,8.2,IR,1596448301
465,High Level,58.52,-117.14,19.0,100,75,2.1,CA,1596448301
466,Mosal'sk,54.49,34.98,19.96,57,1,3.18,RU,1596448302
467,Wildwood,38.58,-90.66,19.0,93,1,2.6,US,1596448231
468,Alyangula,-13.85,136.42,25.0,65,85,2.6,AU,1596448302
469,Līsakovsk,52.54,62.49,33.41,29,50,6.85,KZ,1596448302
470,Svetlaya,46.54,138.33,15.21,93,100,7.06,RU,1596448302
471,Skjervøy,70.03,20.97,17.0,63,0,3.1,NO,1596448303
472,Mossendjo,-2.95,12.73,22.99,70,100,2.06,CG,1596448303
473,Krutinka,56.01,71.51,28.48,44,0,1.46,RU,1596448303
474,Saint-Pierre,-21.34,55.48,23.0,53,90,10.8,RE,1596448303
475,Sitka,57.05,-135.33,13.0,93,90,2.6,US,1596448303
476,Port Huron,42.97,-82.42,18.33,100,20,1.5,US,1596448303
477,Guayabal,5.03,-74.89,23.51,53,0,1.03,CO,1596448303
478,Belaya Gora,68.53,146.42,14.43,51,99,3.98,RU,1596448304
479,Yerbogachën,61.28,108.01,24.38,49,12,2.55,RU,1596448304
480,Slave Lake,55.28,-114.77,19.0,88,75,3.6,CA,1596448304
481,Carutapera,-1.2,-46.02,24.28,93,1,2.05,BR,1596448304
482,Hangu,39.25,117.79,34.0,56,20,2.0,CN,1596448305
483,Kathu,7.92,98.33,31.11,70,40,7.2,TH,1596448305
484,Camacha,33.08,-16.33,22.0,64,40,6.2,PT,1596448305
485,Ust-Tsilma,65.44,52.15,14.57,80,80,4.14,RU,1596448305
486,Ulundi,-28.34,31.42,29.11,14,0,2.68,ZA,1596448305
487,Roswell,34.02,-84.36,24.0,83,1,1.98,US,1596448169
488,Vardø,70.37,31.11,9.0,93,75,8.7,NO,1596448306
489,Leshukonskoye,64.9,45.76,14.05,72,86,3.33,RU,1596448306
490,Wanaka,-44.7,169.15,8.23,77,100,1.16,NZ,1596448306
491,Taoudenni,22.68,-3.98,42.89,6,5,6.01,ML,1596448306
492,Rognan,67.1,15.39,20.56,53,32,3.58,NO,1596448306
493,Deer Lake,49.17,-57.43,12.0,93,75,1.96,CA,1596448306
494,Juru,5.31,100.44,31.0,74,20,4.6,MY,1596448307
495,Bermejo,-32.88,-68.8,5.0,75,0,1.0,AR,1596448307
496,Rock Sound,24.9,-76.2,28.24,81,100,8.8,BS,1596448307
497,Pundaguitan,6.37,126.17,27.15,80,100,3.49,PH,1596448307
498,Srednebelaya,50.66,128.01,18.0,93,75,4.0,RU,1596448307
499,Bone,51.97,12.14,20.56,70,100,4.02,DE,1596448307
500,Tricase,39.93,18.36,33.0,69,5,6.54,IT,1596448308
501,Obo,5.4,26.49,26.73,78,61,1.81,CF,1596448308
502,Sola,-13.88,167.55,26.0,78,90,3.1,VU,1596448308
503,Lanquín,15.57,-89.97,21.63,87,100,1.37,GT,1596448308
504,Zhezkazgan,47.8,67.71,34.0,20,0,8.0,KZ,1596448308
505,Flinders,-34.58,150.86,16.67,50,100,1.79,AU,1596448308
506,Ust'-Karsk,52.7,118.81,14.99,90,100,3.97,RU,1596448309
507,Gornopravdinsk,60.05,69.9,33.19,31,57,5.03,RU,1596448309
508,Grindavik,63.84,-22.43,10.0,87,75,4.6,IS,1596448309
509,Turukhansk,65.82,87.98,22.71,53,79,3.32,RU,1596448309
510,Sicuani,-14.27,-71.23,3.78,65,0,0.48,PE,1596448309
511,Stephenville,32.22,-98.2,24.44,68,1,1.5,US,1596448310
512,Kieta,-6.22,155.63,26.75,82,0,2.67,PG,1596448310
513,Baryatino,54.31,34.52,19.91,55,23,2.47,RU,1596448310
514,Willmar,45.12,-95.04,13.33,87,1,1.99,US,1596448016
515,Broome,42.25,-75.83,19.44,72,40,5.7,US,1596448310
516,Birgunj,27.01,84.88,36.07,48,60,2.36,NP,1596448310
517,Okhotsk,59.38,143.3,16.93,68,16,4.45,RU,1596448311
518,Hobyo,5.35,48.53,28.69,60,99,11.84,SO,1596448311
519,Chumikan,54.72,135.31,12.42,81,59,6.7,RU,1596448311
520,Antalaha,-14.9,50.28,23.84,70,93,8.51,MG,1596448311
521,Puerto Nariño,-3.77,-70.38,21.0,100,40,0.49,CO,1596448311
522,Boké,10.94,-14.3,24.78,92,95,3.03,GN,1596448312
523,Bosaso,11.28,49.18,38.0,39,20,4.6,SO,1596448312
524,Tooele,40.53,-112.3,27.22,21,1,6.2,US,1596448312
525,Fukuechō,32.69,128.84,28.0,83,75,3.1,JP,1596448312
526,Singaparna,-7.35,108.11,25.16,74,45,2.38,ID,1596448312
527,Buchanan,5.88,-10.05,27.0,83,75,3.56,LR,1596448312
528,Valsād,20.63,72.93,32.0,70,75,5.7,IN,1596448312
529,Ust'-Ishim,57.69,71.17,33.19,33,0,3.55,RU,1596448313
530,Coyhaique,-45.58,-72.07,3.0,93,100,1.0,CL,1596448313
531,Gao,16.64,1.64,29.22,59,100,5.8,ML,1596448313
532,Linares,-35.85,-71.6,8.52,86,85,0.89,CL,1596448313
533,Butajīra,8.12,38.37,19.39,72,59,3.68,ET,1596448314
534,Januária,-15.48,-44.37,15.66,74,2,2.99,BR,1596448314
535,Vanimo,-2.67,141.3,25.11,81,100,1.92,PG,1596448314
536,Ngunguru,-35.62,174.5,12.22,3,44,1.34,NZ,1596448314
537,Pacific Grove,36.62,-121.92,15.56,92,0,0.45,US,1596448074
538,Biak,-0.91,122.88,24.94,86,97,2.34,ID,1596448314
539,Charters Towers,-20.1,146.27,16.53,75,28,4.66,AU,1596448315
540,São Raimundo das Mangabeiras,-7.02,-45.48,22.6,62,1,2.18,BR,1596448315
541,Lappeenranta,61.06,28.19,20.0,68,75,3.1,FI,1596448315
542,Domoni,-12.26,44.53,24.24,72,58,5.4,KM,1596448315
543,Río Gallegos,-51.62,-69.22,5.0,70,28,15.4,AR,1596448315
544,Kailua,21.4,-157.74,27.0,69,20,6.2,US,1596448316
545,Pīpār,26.39,73.54,38.01,36,0,5.29,IN,1596448316
546,Skovorodino,53.98,123.92,14.53,92,100,3.82,RU,1596448316
547,Husavik,66.04,-17.34,10.0,87,90,2.6,IS,1596448316
548,Gonbad-e Kāvūs,37.25,55.17,31.0,55,75,6.2,IR,1596448316
549,Avera,33.19,-82.53,23.0,92,1,2.1,US,1596448317
550,Lys'va,58.11,57.81,20.57,54,95,1.42,RU,1596448317
551,Lagoa,39.05,-27.98,22.26,79,0,3.4,PT,1596448317
552,Saurimo,-9.66,20.39,24.0,36,41,3.6,AO,1596448317
553,Roald,62.58,6.13,13.0,82,75,4.1,NO,1596448317
554,Toora-Khem,52.47,96.11,21.23,53,100,1.34,RU,1596448317
555,Plettenberg Bay,-34.05,23.37,19.69,57,0,4.78,ZA,1596448318
556,Chapais,49.78,-74.85,15.0,93,90,5.1,CA,1596448318
557,Malindi,-3.22,40.12,23.0,88,75,6.7,KE,1596448318
558,Serra Talhada,-7.99,-38.3,20.24,78,61,7.05,BR,1596448245
559,Sisimiut,66.94,-53.67,9.76,67,32,3.5,GL,1596448318
560,Kargat,55.2,80.28,25.95,54,24,5.6,RU,1596448319
561,Henties Bay,-22.12,14.28,20.56,45,0,2.24,NA,1596448319
562,Port Victoria,0.09,33.98,23.33,58,68,3.5,KE,1596448319
563,Cockburn Town,21.46,-71.14,27.88,81,29,7.87,TC,1596448319
564,Puerto Madryn,-42.77,-65.04,10.07,64,77,9.18,AR,1596448305
565,Gizo Government Station,-8.1,156.84,28.05,80,21,3.78,SB,1596448319
566,Aykhal,66.0,111.5,27.0,19,74,2.0,RU,1596448320
567,Novoomskiy,54.84,73.3,35.0,17,0,6.0,RU,1596448320
568,Dingzhou,38.51,115.0,34.0,52,22,2.0,CN,1596448320
569,Araouane,18.9,-3.53,36.71,38,100,7.24,ML,1596448320
570,Wewak,-3.55,143.63,26.91,81,50,2.65,PG,1596448320
571,Thurso,58.59,-3.53,14.0,62,20,5.1,GB,1596448320
572,Duvan,55.7,57.9,22.04,77,100,1.25,RU,1596448321
